B/C row-gated bridge source verifier
step family=B rank=9 m=25 mode=interval margin=188180253258047712176530834462307698497360332784295411201636453790196254
step family=B rank=9 m=26 mode=interval margin=401055105224692279648955483710495100682446910290415331101398584274363355456
step family=B rank=9 m=27 mode=interval margin=888806767793595950701762846571617479470674515368967428438540707882031815209600
step family=B rank=9 m=28 mode=interval margin=2010368209059867987681139806334090853808229719080494385406855787791069774290230032
step family=B rank=9 m=29 mode=interval margin=4497060663162982283925109245854860794545404303542382991212812332068141195360872909114
row family=B rank=9 m_range=8..29 exact_through=41 exact_steps=11 interval_steps=11 minimum_m=8 minimum_margin=15455926270288166976
step family=B rank=10 m=9 mode=exact margin=7824083583364940692622
step family=B rank=10 m=10 mode=exact margin=4695986279529596553501760
step family=B rank=10 m=11 mode=exact margin=3297418484384319627431802324
step family=B rank=10 m=12 mode=exact margin=2678041148424503283065834739860
step family=B rank=10 m=13 mode=exact margin=2490980570496028776055004462432110
step family=B rank=10 m=14 mode=exact margin=2630822007898806738836452718780668968
step family=B rank=10 m=15 mode=exact margin=3131016605465981395735664513174967693512
step family=B rank=10 m=16 mode=exact margin=4170879962108832421387701650094437108650528
step family=B rank=10 m=17 mode=exact margin=6181659009198902667112135345305649986791522396
step family=B rank=10 m=18 mode=exact margin=10138337958216733190634239182850427307129718954048
step family=B rank=10 m=19 mode=interval margin=10237473796896096995216621594661378359663362397768432
step family=B rank=10 m=20 mode=interval margin=12048157794599041715301820001530614978097220437983227376
step family=B rank=10 m=21 mode=interval margin=17228770736798834657342075074167503194380766978589895385184
step family=B rank=10 m=22 mode=interval margin=27813265988440352824417973875426592306254462771133630495416384
step family=B rank=10 m=23 mode=interval margin=49047674499116350035459960856165553375673338783338452049320479296
step family=B rank=10 m=24 mode=interval margin=93132092881479990416153906302358973384259895890922332544900164863456
step family=B rank=10 m=25 mode=interval margin=188383553885031527019793185143496513884814156267850338948204831786742860
step family=B rank=10 m=26 mode=interval margin=401520690734055478531857596954281664800363500198853779647014411079551480000
step family=B rank=10 m=27 mode=interval margin=889931597253385635853461638754558868501323365742794968303853059798436970505000
step family=B rank=10 m=28 mode=interval margin=2013200433385008898229478447991489437722120067657830137618658126987964797038699880
step family=B rank=10 m=29 mode=interval margin=4504368260412327431462425259401871269250917638051395048414532896995693459857505636700
row family=B rank=10 m_range=9..29 exact_through=41 exact_steps=10 interval_steps=11 minimum_m=9 minimum_margin=7824083583364940692622
step family=B rank=11 m=10 mode=exact margin=4695986280539392185786920
step family=B rank=11 m=11 mode=exact margin=3297418493154986559181162332
step family=B rank=11 m=12 mode=exact margin=2678041202648960336537524903448
step family=B rank=11 m=13 mode=exact margin=2490980849023581366774680068315088
step family=B rank=11 m=14 mode=exact margin=2630823294368558284538109727089315216
step family=B rank=11 m=15 mode=exact margin=3131022200256780026568934427078483713396
step family=B rank=11 m=16 mode=exact margin=4170903545551526797319956725039699745094800
step family=B rank=11 m=17 mode=exact margin=6181757232462121772518944821355131160867017264
step family=B rank=11 m=18 mode=exact margin=10138747540241609794206074274723061884507215147312
step family=B rank=11 m=19 mode=interval margin=10237835344456039166567817380383241548569732488679464
step family=B rank=11 m=20 mode=interval margin=12048526444064967790511324189095866719551794855325907424
step family=B rank=11 m=21 mode=interval margin=17229283463089867624586541987601989364423187868752336600960
step family=B rank=11 m=22 mode=interval margin=27814112966418276053921689356727168996157121767894332744672352
step family=B rank=11 m=23 mode=interval margin=49049231326290999306604080102519200658561878862250040436555114504
step family=B rank=11 m=24 mode=interval margin=93135211026514890344324162021724226984982812409268753870440344743232
step family=B rank=11 m=25 mode=interval margin=188390282024514211870671644392353406065861354331092257948871410710784240
step family=B rank=11 m=26 mode=interval margin=401536182448677700714962137103952658185146940328131905433379811051845359224
step family=B rank=11 m=27 mode=interval margin=889969293708718275895327198243173313911251610953453811140648527331309135859892
step family=B rank=11 m=28 mode=interval margin=2013296275979715943881475534763522017703461746827170276048044782817883048332305496
step family=B rank=11 m=29 mode=interval margin=4504618979835431962272757352668388560672733069297820444277975310800114770797047202328
row family=B rank=11 m_range=10..29 exact_through=41 exact_steps=9 interval_steps=11 minimum_m=10 minimum_margin=4695986280539392185786920
step family=B rank=12 m=11 mode=exact margin=3297418493168604944337110926
step family=B rank=12 m=12 mode=exact margin=2678041202809930326711859457748
step family=B rank=12 m=13 mode=exact margin=2490980850345170270940754779253440
step family=B rank=12 m=14 mode=exact margin=2630823303210981176726386442735682928
step family=B rank=12 m=15 mode=exact margin=3131022252619077417617215127866943058152
step family=B rank=12 m=16 mode=exact margin=4170903833634856407679049650398469228773200
step family=B rank=12 m=17 mode=exact margin=6181758751192616655963844683391473195716963248
step family=B rank=12 m=18 mode=exact margin=10138755372748087538604234771856850840996769910560
step family=B rank=12 m=19 mode=interval margin=10237842128774501176989952191081480701589040844370864
step family=B rank=12 m=20 mode=interval margin=12048533195081567827598694403637779094730139469274136992
step family=B rank=12 m=21 mode=interval margin=17229292773361929493699407485014972573167970448935837232832
step family=B rank=12 m=22 mode=interval margin=27814128328818503148741060123605449562874635257657243246758528
step family=B rank=12 m=23 mode=interval margin=49049259589624665586986530179820963450670330839279382047183669728
step family=B rank=12 m=24 mode=interval margin=93135267744381918221343680026930321656921701125168320246688144984912
step family=B rank=12 m=25 mode=interval margin=188390404755757134464661099880256112268402149449851435744020221596978496
step family=B rank=12 m=26 mode=interval margin=401536466135864052108835876189601818669667543227398436277176429538062274624
step family=B rank=12 m=27 mode=interval margin=889969987591583551159473544847301942135218928562834130966306887238335163196648
step family=B rank=12 m=28 mode=interval margin=2013298052582642501385370968062170318170957580541235814239547293776516205726798480
step family=B rank=12 m=29 mode=interval margin=4504623673684071375108890430584291814330273413079192723985055108028018134868277532736
row family=B rank=12 m_range=11..29 exact_through=41 exact_steps=8 interval_steps=11 minimum_m=11 minimum_margin=3297418493168604944337110926
step family=B rank=13 m=12 mode=exact margin=2678041202810108072101196138088
step family=B rank=13 m=13 mode=exact margin=2490980850347966636983645242957946
step family=B rank=13 m=14 mode=exact margin=2630823303240881916029033817378025936
step family=B rank=13 m=15 mode=exact margin=3131022252875149216307643953092384723228
step family=B rank=13 m=16 mode=exact margin=4170903835548128878184625122781026759856608
step family=B rank=13 m=17 mode=exact margin=6181758764313134247335297644614038660430289800
step family=B rank=13 m=18 mode=exact margin=10138755458061666714686465139824977298108363253944
step family=B rank=13 m=19 mode=interval margin=10237842201365271417160748134031497380802400755135238
step family=B rank=13 m=20 mode=interval margin=12048533265656231888509933123447153628465261863809698148
step family=B rank=13 m=21 mode=interval margin=17229292869886099506322030518775217805869895660285313526748
step family=B rank=13 m=22 mode=interval margin=27814128487883566975474885288386487330976922718426425026447440
step family=B rank=13 m=23 mode=interval margin=49049259882431105346256884202852558443868845986261388918723297576
step family=B rank=13 m=24 mode=interval margin=93135268332801576468055926586419463085573149002941983935315652908528
step family=B rank=13 m=25 mode=interval margin=188390406031749851712064411238598932269266248391266833790454279413422608
step family=B rank=13 m=26 mode=interval margin=401536469093914842558340154595626997713204017282393121936502717340431618912
step family=B rank=13 m=27 mode=interval margin=889969994855346370239824146297120673329576835488786815114508531370989846229832
step family=B rank=13 m=28 mode=interval margin=2013298071280300796198749951082990798329225481742808993051606200855821312062245336
step family=B rank=13 m=29 mode=interval margin=4504623723457771685375785951226566706231718909670264469459475650764859489672027917794
row family=B rank=13 m_range=12..29 exact_through=41 exact_steps=7 interval_steps=11 minimum_m=12 minimum_margin=2678041202810108072101196138088
step family=B rank=14 m=13 mode=exact margin=2490980850347968893064668929137026
step family=B rank=14 m=14 mode=exact margin=2630823303240928260222074517663669976
step family=B rank=14 m=15 mode=exact margin=3131022252875783806748587364268482485752
step family=B rank=14 m=16 mode=exact margin=4170903835554980365415120358880025470061040
step family=B rank=14 m=17 mode=exact margin=6181758764376833908238020775577961952104000622
step family=B rank=14 m=18 mode=exact margin=10138755458599195794756254777930831800732512913592
step family=B rank=14 m=19 mode=interval margin=10237842201814797573039299958975162374887610807731452
step family=B rank=14 m=20 mode=interval margin=12048533266083488417569846874221590100616701472549764872
step family=B rank=14 m=21 mode=interval margin=17229292870465646657213252934580572940182125219460280581580
step family=B rank=14 m=22 mode=interval margin=27814128488837298961900346813873295730379282092045855513704560
step family=B rank=14 m=23 mode=interval margin=49049259884187316822387959142077183737863712332467675353047107024
step family=B rank=14 m=24 mode=interval margin=93135268336334589142309398056791905955556829441998326946772565191712
step family=B rank=14 m=25 mode=interval margin=188390406039423991358743479590238694275765170357680382226451875742372408
step family=B rank=14 m=26 mode=interval margin=401536469111746558780237227484026024899012603614829449165899711835003025248
step family=B rank=14 m=27 mode=interval margin=889969994899270831907722400437269104386669664444163708701501709339354967391760
step family=B rank=14 m=28 mode=interval margin=2013298071393847959677539821042702534022666141358119893461398529434534515322743360
step family=B rank=14 m=29 mode=interval margin=4504623723761848338506703792787401131836873820843424068152244976054550886532183960972
row family=B rank=14 m_range=13..29 exact_through=41 exact_steps=6 interval_steps=11 minimum_m=13 minimum_margin=2490980850347968893064668929137026
step family=B rank=15 m=14 mode=exact margin=2630823303240928288177564245586188768
step family=B rank=15 m=15 mode=exact margin=3131022252875784544108230567167123410964
step family=B rank=15 m=16 mode=exact margin=4170903835554993105433099384924836355511596
step family=B rank=15 m=17 mode=exact margin=6181758764377005022841680486221095248548990542
step family=B rank=15 m=18 mode=exact margin=10138755458601151402917059091843720576553023558864
step family=B rank=15 m=19 mode=interval margin=10237842201816405126311893250196743931760845917699438
step family=B rank=15 m=20 mode=interval margin=12048533266084982394366789387928973718301189624041004956
step family=B rank=15 m=21 mode=interval margin=17229292870467656317995717003456914763761662570295139716560
step family=B rank=15 m=22 mode=interval margin=27814128488840601330105109300575404780402892225992596408230192
step family=B rank=15 m=23 mode=interval margin=49049259884193398953746317772605865417149196972564619331363316840
step family=B rank=15 m=24 mode=interval margin=93135268336346834890958919150348342919089215926692026043518521335200
step family=B rank=15 m=25 mode=interval margin=188390406039450626471114555421105845116192193004966774584377003852754696
step family=B rank=15 m=26 mode=interval margin=401536469111808565678025164492929478515334672384481787405139144285826438336
step family=B rank=15 m=27 mode=interval margin=889969994899423964299894753545214906667618740487791205669854354683027212581768
step family=B rank=15 m=28 mode=interval margin=2013298071394245198189401837606828149118456751047335579611674899388673255959600912
step family=B rank=15 m=29 mode=interval margin=4504623723762917352287092149232358186854418481903553736518439020280496750379410269664
row family=B rank=15 m_range=14..29 exact_through=41 exact_steps=5 interval_steps=11 minimum_m=14 minimum_margin=2630823303240928288177564245586188768
step family=B rank=16 m=15 mode=exact margin=3131022252875784544447454741819686181306
step family=B rank=16 m=16 mode=exact margin=4170903835554993116753548893619221602639980
step family=B rank=16 m=17 mode=exact margin=6181758764377005266439565947600347625581343324
step family=B rank=16 m=18 mode=exact margin=10138755458601155425376495439041047096866774490632
step family=B rank=16 m=19 mode=interval margin=10237842201816408375527993572655717697973543409080972
step family=B rank=16 m=20 mode=interval margin=12048533266084985346374849741300477734716039455461802872
step family=B rank=16 m=21 mode=interval margin=17229292870467660255197852552755084743065515718596629717160
step family=B rank=16 m=22 mode=interval margin=27814128488840607789970580470760208291988413181355953808495360
step family=B rank=16 m=23 mode=interval margin=49049259884193410852121328577596546448887122262034676933019643976
step family=B rank=16 m=24 mode=interval margin=93135268336346858863105024150851366916722865206493548625891913262128
step family=B rank=16 m=25 mode=interval margin=188390406039450678670045464058273642367507437164094900838260191402697136
step family=B rank=16 m=26 mode=interval margin=401536469111808687391067606072751059852439619064270525887485654255992350304
step family=B rank=16 m=27 mode=interval margin=889969994899424265533189900882832179109735736982451484448756941152794188819888
step family=B rank=16 m=28 mode=interval margin=2013298071394245981916246387183106014845161374563241294931116594320411327076270688
step family=B rank=16 m=29 mode=interval margin=4504623723762919470091135379457692919173966396143068268525925431611943720150662450592
row family=B rank=16 m_range=15..29 exact_through=41 exact_steps=4 interval_steps=11 minimum_m=15 minimum_margin=3131022252875784544447454741819686181306
step family=B rank=17 m=16 mode=exact margin=4170903835554993116757590188960411169652352
step family=B rank=17 m=17 mode=exact margin=6181758764377005266607978262978668834352623278
step family=B rank=17 m=18 mode=exact margin=10138755458601155429837660442285061269481768430128
step family=B rank=17 m=19 mode=interval margin=10237842201816408379066704422806911174157769790784286
step family=B rank=17 m=20 mode=interval margin=12048533266084985349516083019152834634000160275503786212
step family=B rank=17 m=21 mode=interval margin=17229292870467660259350410122892529362990721653125828790528
step family=B rank=17 m=22 mode=interval margin=27814128488840607796772772575487090025109507285852252547940240
step family=B rank=17 m=23 mode=interval margin=49049259884193410864650213979571932096237502794973458497252314360
step family=B rank=17 m=24 mode=interval margin=93135268336346858888361275677900980944007952091555979137963338793456
step family=B rank=17 m=25 mode=interval margin=188390406039450678725092751667709563213916977980549026591489548322799176
step family=B rank=17 m=26 mode=interval margin=401536469111808687519597427645998292218672524796190647566510152330349833664
step family=B rank=17 m=27 mode=interval margin=889969994899424265851887717076493833970945093042247911820523385554477150157064
step family=B rank=17 m=28 mode=interval margin=2013298071394245982747518163100315303706124668088733061481428885525790910015135408
step family=B rank=17 m=29 mode=interval margin=4504623723762919472345401153145045478950119142368045710791935566178827622954749858080
row family=B rank=17 m_range=16..29 exact_through=41 exact_steps=3 interval_steps=11 minimum_m=16 minimum_margin=4170903835554993116757590188960411169652352
step family=B rank=18 m=17 mode=exact margin=6181758764377005266608025631103694354770169518
step family=B rank=18 m=18 mode=exact margin=10138755458601155429840096742781978795413761399712
step family=B rank=18 m=19 mode=interval margin=10237842201816408379068600076118604333635455678754916
step family=B rank=18 m=20 mode=interval margin=12048533266084985349517725541816498388835175459480811928
step family=B rank=18 m=21 mode=interval margin=17229292870467660259352561207690781717218257804994583589964
step family=B rank=18 m=22 mode=interval margin=27814128488840607796776290165476447823948658363684558116008752
step family=B rank=18 m=23 mode=interval margin=49049259884193410864656692570952122080347616746252145378733760336
step family=B rank=18 m=24 mode=interval margin=93135268336346858888374341432202446760905408353715435212696805271840
step family=B rank=18 m=25 mode=interval margin=188390406039450678725121252569483804706074690290663990713794375930660856
step family=B rank=18 m=26 mode=interval margin=401536469111808687519664053891705324960552235155237854004091708173380960064
step family=B rank=18 m=27 mode=interval margin=889969994899424265852053191945626844211776663552050068348140788761892533845744
step family=B rank=18 m=28 mode=interval margin=2013298071394245982747950742518776306770981887434373392267947499577715992788837408
step family=B rank=18 m=29 mode=interval margin=4504623723762919472346577897168385071856496863282063286406919477847507600448845429360
row family=B rank=18 m_range=17..29 exact_through=41 exact_steps=2 interval_steps=11 minimum_m=17 minimum_margin=6181758764377005266608025631103694354770169518
step family=B rank=19 m=18 mode=exact margin=10138755458601155429840097289990340657425909142856
step family=B rank=19 m=19 mode=interval margin=10237842201816408379068600493088398567438366102629742
step family=B rank=19 m=20 mode=interval margin=12048533266084985349517725893964777473278650728274490788
step family=B rank=19 m=21 mode=interval margin=17229292870467660259352561664253888201196744815023030442044
step family=B rank=19 m=22 mode=interval margin=27814128488840607796776290910702586980309180103963681645833936
step family=B rank=19 m=23 mode=interval margin=49049259884193410864656693943323802532893221839404827379382413240
step family=B rank=19 m=24 mode=interval margin=93135268336346858888374344201006740714451532672205409020276700869232
step family=B rank=19 m=25 mode=interval margin=188390406039450678725121258613575700127010719448562169632699319642486896
step family=B rank=19 m=26 mode=interval margin=401536469111808687519664068035962607835875258199422993936805086888172293344
step family=B rank=19 m=27 mode=interval margin=889969994899424265852053227126256249233557314900801626630601202375689219333704
step family=B rank=19 m=28 mode=interval margin=2013298071394245982747950834671080786831932234492407204460298657189078615566454448
step family=B rank=19 m=29 mode=interval margin=4504623723762919472346578148550184948863198416904835357457628173825867590121167504784
row family=B rank=19 m_range=18..29 exact_through=41 exact_steps=1 interval_steps=11 minimum_m=18 minimum_margin=10138755458601155429840097289990340657425909142856
step family=B rank=20 m=19 mode=interval margin=10237842201816408379068600493112647529632160888675776
step family=B rank=20 m=20 mode=interval margin=12048533266084985349517725893984696873120216690355151744
step family=B rank=20 m=21 mode=interval margin=17229292870467660259352561664279430505593083355920606035328
step family=B rank=20 m=22 mode=interval margin=27814128488840607796776290910744194719672855200845116556797440
step family=B rank=20 m=23 mode=interval margin=49049259884193410864656693943400412325841202309321383513451108352
step family=B rank=20 m=24 mode=interval margin=93135268336346858888374344201161354071645933808618659836862558556672
step family=B rank=20 m=25 mode=interval margin=188390406039450678725121258613913428651096037529804765792174674475037696
step family=B rank=20 m=26 mode=interval margin=401536469111808687519664068036753716113611393504711201723121099839246792704
step family=B rank=20 m=27 mode=interval margin=889969994899424265852053227128226579381200492179519683336981217268055043985664
step family=B rank=20 m=28 mode=interval margin=2013298071394245982747950834676251295514369484515133688609692702031738653652617728
step family=B rank=20 m=29 mode=interval margin=4504623723762919472346578148564325414346842042480978989885576197629790480407350372864
row family=B rank=20 m_range=19..29 exact_through=41 exact_steps=0 interval_steps=11 minimum_m=19 minimum_margin=10237842201816408379068600493112647529632160888675776
step family=B rank=21 m=20 mode=interval margin=20630131188870499206045652242556038128243205975083598208
step family=B rank=21 m=21 mode=interval margin=27005822386285463207245560072073816344493180871068590523776
step family=B rank=21 m=22 mode=interval margin=42719163764356866540591388713194877918668195210470388991773184
step family=B rank=21 m=23 mode=interval margin=76032607730094808416158093321821597906942404273588835428185406720
step family=B rank=21 m=24 mode=interval margin=147560272093597142205549259078143583234553817461524359056066675620352
step family=B rank=21 m=25 mode=interval margin=308154403146849119689179491017236959130561627396541082702775441406396416
step family=B rank=21 m=26 mode=interval margin=685972168051481183164028409887431150737116219712734729337172979916913915904
step family=B rank=21 m=27 mode=interval margin=1613006634050318216540404371791342377932551373787047029148072987370754465972224
step family=B rank=21 m=28 mode=interval margin=3965495655343431826497900228069187604081097071272542515898207780090106112855003648
step family=B rank=21 m=29 mode=interval margin=10058588815152947663979843754787259215866317565878577161201713827333857853666395861504
row family=B rank=21 m_range=20..29 exact_through=43 exact_steps=0 interval_steps=10 minimum_m=20 minimum_margin=20630131188870499206045652242556038128243205975083598208
step family=B rank=22 m=21 mode=interval margin=45328821598573005692177225630611806059015227980902712549504
step family=B rank=22 m=22 mode=interval margin=65652722039786039899185824760743709712674468624473003490508288
step family=B rank=22 m=23 mode=interval margin=114309207263425426143328687296985440098299746269695476749663608064
step family=B rank=22 m=24 mode=interval margin=223212169405704236724836804076779182277819551921458953363825287182336
step family=B rank=22 m=25 mode=interval margin=474383638356510884416523180261513582467130623817656673546803083672011776
step family=B rank=22 m=26 mode=interval margin=1083802484610007388340315842924669538459187392689809518686776164073222027264
step family=B rank=22 m=27 mode=interval margin=2639448066671518060400382494577741611350927793756886200360770495404169119514624
step family=B rank=22 m=28 mode=interval margin=6798803602338583638209765842641633032886660155847279022353331439448957513462960128
step family=B rank=22 m=29 mode=interval margin=18369035189413679601343885219327491293703593293393921996935485911175059688740083746304
row family=B rank=22 m_range=21..29 exact_through=45 exact_steps=0 interval_steps=9 minimum_m=21 minimum_margin=45328821598573005692177225630611806059015227980902712549504
step family=B rank=23 m=22 mode=interval margin=108216355782600894361905820938488518599630851511214460623197184
step family=B rank=23 m=23 mode=interval margin=172587476317181539024297786853791739465411751678823974371185734912
step family=B rank=23 m=24 mode=interval margin=329265384199393894795379175463538853132237512853903325175365926152192
step family=B rank=23 m=25 mode=interval margin=702333675274598315264127183728420763965505100780524296657933633379145216
step family=B rank=23 m=26 mode=interval margin=1627361669198507701396873911782788713287577983148419820766730772230818217984
step family=B rank=23 m=27 mode=interval margin=4048824790449763379442404538719819460495345160214785213773179355622582785900544
step family=B rank=23 m=28 mode=interval margin=10733537352528035865205540452019266511732582731133187816325515406987205707176357888
step family=B rank=23 m=29 mode=interval margin=30112976002410266296483168176853642474750322623435963860328402800667164210715959066624
row family=B rank=23 m_range=22..29 exact_through=47 exact_steps=0 interval_steps=8 minimum_m=22 minimum_margin=108216355782600894361905820938488518599630851511214460623197184
step family=B rank=24 m=23 mode=interval margin=279796444660698475724215344899323070531515251113866642878436686976
step family=B rank=24 m=24 mode=interval margin=489218357712407773683796869928515485584537534953645422455782764018432
step family=B rank=24 m=25 mode=interval margin=1018534109002589614000731145000420586607036010232406346262167102184430336
step family=B rank=24 m=26 mode=interval margin=2363852224690550829605602488444888429687602710128156219420662180272119117824
step family=B rank=24 m=27 mode=interval margin=5948096955703091880030354375066541998738286632068901744972060368379848893191424
step family=B rank=24 m=28 mode=interval margin=16050409514074649086975348520218134305979197161911276528060839441908903274342163968
step family=B rank=24 m=29 mode=interval margin=46118395202061563294321474314517486230697658178831803688951798875885972051066683672064
row family=B rank=24 m_range=23..29 exact_through=49 exact_steps=0 interval_steps=7 minimum_m=23 minimum_margin=279796444660698475724215344899323070531515251113866642878436686976
step family=B rank=25 m=24 mode=interval margin=781109675124709872468234202988876321805277895014376237479201795649280
step family=B rank=25 m=25 mode=interval margin=1491380275913993265906896005173904344650831572028661374181795892707516160
step family=B rank=25 m=26 mode=interval margin=3375841736311480208065474497320570601603776712087267789531768015223636504576
step family=B rank=25 m=27 mode=interval margin=8494115758463441044335897365127103506693244419899722816960726292090307949129216
step family=B rank=25 m=28 mode=interval margin=23128603075488221958812889959491757829876940920311829132532917278236724697390984704
step family=B rank=25 m=29 mode=interval margin=67445021117105108135842060007412837402642322280680766604935195652059501123482525272576
row family=B rank=25 m_range=24..29 exact_through=51 exact_steps=0 interval_steps=6 minimum_m=24 minimum_margin=781109675124709872468234202988876321805277895014376237479201795649280
step family=B rank=26 m=25 mode=interval margin=2347935062446166721358605486695981363903393500946436408896673291450462976
step family=B rank=26 m=26 mode=interval margin=4877467879322857476036387592190036156021773747630583034091642185258559416320
step family=B rank=26 m=27 mode=interval margin=11962725004907642861609907773293188135737611432300017583886493210777547962365440
step family=B rank=26 m=28 mode=interval margin=32526461423693453341784277437711597799205023216703174154645525972179037787388332032
step family=B rank=26 m=29 mode=interval margin=95530006988321851059351453641087269212098032756223869215436823249584220574301335894528
row family=B rank=26 m_range=25..29 exact_through=53 exact_steps=0 interval_steps=5 minimum_m=25 minimum_margin=2347935062446166721358605486695981363903393500946436408896673291450462976
step family=B rank=27 m=26 mode=interval margin=7579359466568105397669713333341865645006022101487382166029574332771088038912
step family=B rank=27 m=27 mode=interval margin=17073236195604838014521365844783042931502066351854438703264563863517095888547328
step family=B rank=27 m=28 mode=interval margin=45230767001678704286439939233848169721982923529684609767886237818733977956569970688
step family=B rank=27 m=29 mode=interval margin=132497515073641573179209521183780374651883149736999679018656597364898656926210333131776
row family=B rank=27 m_range=26..29 exact_through=55 exact_steps=0 interval_steps=4 minimum_m=26 minimum_margin=7579359466568105397669713333341865645006022101487382166029574332771088038912
step family=B rank=28 m=27 mode=interval margin=26211718410773781692623074214979940000621687780772763502715920516345335578397952
step family=B rank=28 m=28 mode=interval margin=63827671118517812007281935432730991374083289903173941533156872418788290198481707520
step family=B rank=28 m=29 mode=interval margin=182118814048278916622926135612363096905437476616770466836834850247209887952976933480960
row family=B rank=28 m_range=27..29 exact_through=57 exact_steps=0 interval_steps=3 minimum_m=27 minimum_margin=26211718410773781692623074214979940000621687780772763502715920516345335578397952
step family=B rank=29 m=28 mode=interval margin=96892026579719693355459261004296509843780918346276377624718796834983600008966334976
step family=B rank=29 m=29 mode=interval margin=254323445109163375796054425583146292847192009513756921039468953375892716559596429883904
row family=B rank=29 m_range=28..29 exact_through=59 exact_steps=0 interval_steps=2 minimum_m=28 minimum_margin=96892026579719693355459261004296509843780918346276377624718796834983600008966334976
step family=B rank=30 m=29 mode=interval margin=382019476992965254180323411586784533801743316129429384966992725904788275758081590212096
row family=B rank=30 m_range=29..29 exact_through=61 exact_steps=0 interval_steps=1 minimum_m=29 minimum_margin=382019476992965254180323411586784533801743316129429384966992725904788275758081590212096
step family=C rank=2 m=1 mode=exact margin=1046
step family=C rank=2 m=2 mode=exact margin=44688
step family=C rank=2 m=3 mode=exact margin=2362460
step family=C rank=2 m=4 mode=exact margin=150021332
step family=C rank=2 m=5 mode=exact margin=11286766950
step family=C rank=2 m=6 mode=exact margin=999755933080
step family=C rank=2 m=7 mode=exact margin=103530524131496
step family=C rank=2 m=8 mode=exact margin=12372331502554752
step family=C rank=2 m=9 mode=exact margin=1674485064858347596
step family=C rank=2 m=10 mode=exact margin=251386059341262331520
step family=C rank=2 m=11 mode=exact margin=41078499774144274682472
step family=C rank=2 m=12 mode=exact margin=7195375199532725616996628
step family=C rank=2 m=13 mode=exact margin=1335333775434320345847401066
step family=C rank=2 m=14 mode=exact margin=260268291318609962976935078040
step family=C rank=2 m=15 mode=exact margin=52925017411027371624886454466640
step family=C rank=2 m=16 mode=exact margin=11170213492073671124240322557422336
step family=C rank=2 m=17 mode=exact margin=2436813237938901171270829696918730168
step family=C rank=2 m=18 mode=exact margin=547600275747886607200720224870164163776
step family=C rank=2 m=19 mode=exact margin=126399126412596790408641714734901441027856
step family=C rank=2 m=20 mode=exact margin=29895422238258923758913583298984738252301616
step family=C rank=2 m=21 mode=exact margin=7229885950813408085570578331686997099100935852
step family=C rank=2 m=22 mode=exact margin=1784545376978115789354813924472353079605829796176
step family=C rank=2 m=23 mode=exact margin=448841780466831557651036507862038042112702288901872
step family=C rank=2 m=24 mode=exact margin=114870827546198574661656873042647487664760779170300224
step family=C rank=2 m=25 mode=exact margin=29876309701608383975975782851551736973937034421376870744
step family=C rank=2 m=26 mode=exact margin=7887756157487918349194198734825652598765621159647045886592
step family=C rank=2 m=27 mode=exact margin=2111778555066506215238777640723909037905448883517462497449456
step family=C rank=2 m=28 mode=exact margin=572815020841800357467121741589388447958037781069965125587423260
step family=C rank=2 m=29 mode=interval margin=157286821554611274477621148180904152915667496625775925771537068700
row family=C rank=2 m_range=1..29 exact_through=61 exact_steps=28 interval_steps=1 minimum_m=1 minimum_margin=1046
step family=C rank=3 m=2 mode=exact margin=102376
step family=C rank=3 m=3 mode=exact margin=9804786
step family=C rank=3 m=4 mode=exact margin=1193468604
step family=C rank=3 m=5 mode=exact margin=175813173394
step family=C rank=3 m=6 mode=exact margin=30403509127536
step family=C rank=3 m=7 mode=exact margin=6058231992926336
step family=C rank=3 m=8 mode=exact margin=1376243285012522136
step family=C rank=3 m=9 mode=exact margin=354495660579352225076
step family=C rank=3 m=10 mode=exact margin=103253149825952751705312
step family=C rank=3 m=11 mode=exact margin=33921004409454417848678266
step family=C rank=3 m=12 mode=exact margin=12513650638586190961263243072
step family=C rank=3 m=13 mode=exact margin=5146044543504483940321810341834
step family=C rank=3 m=14 mode=exact margin=2335983195351673478145659494389792
step family=C rank=3 m=15 mode=exact margin=1157632055276074541274632930909868696
step family=C rank=3 m=16 mode=exact margin=619501325461827871456430357454955737264
step family=C rank=3 m=17 mode=exact margin=354507242774736074875669682850837353072640
step family=C rank=3 m=18 mode=exact margin=215128144637734084756513791935422154713703520
step family=C rank=3 m=19 mode=exact margin=137488922714831692268415392946283166551367208504
step family=C rank=3 m=20 mode=exact margin=92021480891463428358669535917555920289892232253288
step family=C rank=3 m=21 mode=exact margin=64202358212939004471665417599960206447565453739639520
step family=C rank=3 m=22 mode=exact margin=46513797970305215569459659398786641220482968441126230400
step family=C rank=3 m=23 mode=exact margin=34879676939570876184627984998337171671760123746313938995008
step family=C rank=3 m=24 mode=exact margin=26997097414066821539221065545333223580589987973799498259941152
step family=C rank=3 m=25 mode=exact margin=21516419535132827852712741438243341263568519192102786242194049944
step family=C rank=3 m=26 mode=exact margin=17620333025853444070379295122435879034056863160814873092244239878176
step family=C rank=3 m=27 mode=exact margin=14799169002488687839504626527875267091023103857262590956584721620279982
step family=C rank=3 m=28 mode=exact margin=12726675457086266171029471021212635688248515637200189842521643052616719332
step family=C rank=3 m=29 mode=interval margin=11189124705042031500920072430863255433512596856684582281494483484739393681850
